0007	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Is there a drop-off and pick-up service provided by the airport?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":{"inputContextNames":[],"events":[],"trainingPhrases":[],"outputContexts":[],"parameters":[],"messages":[],"defaultResponsePlatforms":[],"followupIntentInfo":[],"name":"projects/testagent-guillaume/agent/intents/aec11512-2c41-4d9c-b420-0c6a551c87f5","displayName":"Knowledge.KnowledgeBase.MjI1MDg4MDYyMTk2NDQyNzI2NA","priority":0,"isFallback":false,"mlEnabled":false,"webhookState":"WEBHOOK_STATE_UNSPECIFIED","action":"","resetContexts":false,"rootFollowupIntentName":"","parentFollowupIntentName":"","mlDisabled":false,"endInteraction":false},"intentDetectionConfidence":0.8745831251144409,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":{"answers":[{"source":"projects/testagent-guillaume/knowledgeBases/MjI1MDg4MDYyMTk2NDQyNzI2NA/documents/MTQ2NzMyNzUxNDI3NjM3MDg0MTY","faqQuestion":"How to get picked up at YUL Airport by UBER?","answer":"Whether you’re going from YUL to downtown Montréal or from your hotel to Montréal Airport, count on Uber to get you there.\n\n1- Request when you’re ready to walk outside.\nAnd choose a ride option that suits your group size and luggage storage needs.\n\n2- Head towards the pickup location.\nPickup locations may depend on the type of ride you request. Follow the instructions in the app about where to meet your driver. You can also look for signs that point to designated airport ridesharing zones.\n\n3- Look for your driver.\nIf you can't find your driver, contact him or her through the app.\n\nFor more information: https://www.uber.com/info/montreal-airport/","matchConfidenceLevel":"HIGH","matchConfidence":0.8745831251144409},{"source":"projects/testagent-guillaume/knowledgeBases/MjI1MDg4MDYyMTk2NDQyNzI2NA/documents/MTU2OTYyOTU5NDU2MTg1ODc2NDg","faqQuestion":"Is there a shuttle to get me from the parking to the airport?","answer":"A 24-hour shuttle service is available for the EconoParc P5, EconoParc P9 and AeroParc, all within 15 minutes.","matchConfidenceLevel":"HIGH","matchConfidence":0.8694671392440796},{"source":"projects/testagent-guillaume/knowledgeBases/MjI1MDg4MDYyMTk2NDQyNzI2NA/documents/MTQ2NzMyNzUxNDI3NjM3MDg0MTY","faqQuestion":"How can I get to the airport by bus?","answer":"The 204 Cardinal bus line, operated by the STM public transit service serves Montréal–Trudeau from the Dorval train station.\n\nFurthermore, the 209 bus line connects the Roxboro-Pierrefonds commuter train station to Montréal–Trudeau.\n\nTo get to the bus stop, go to door 28 at the Arrivals level and follow the signs STM\n\nFares: adult one-way / $3.25*\n\nPlease be sure to provide the exact amount to the driver as he can not give change.","matchConfidenceLevel":"MEDIUM","matchConfidence":0.6790127754211426}]}}],"responseId":"22c54d8a-5d4f-46a9-9b02-eafc55dcc431-2a4c0c5e","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Is there a drop-off and pick-up service provided by the airport?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0009	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Where can I park for a short time while waiting to pick up a passenger?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":{"inputContextNames":[],"events":[],"trainingPhrases":[],"outputContexts":[],"parameters":[],"messages":[],"defaultResponsePlatforms":[],"followupIntentInfo":[],"name":"projects/testagent-guillaume/agent/intents/aec11512-2c41-4d9c-b420-0c6a551c87f5","displayName":"Knowledge.KnowledgeBase.MjI1MDg4MDYyMTk2NDQyNzI2NA","priority":0,"isFallback":false,"mlEnabled":false,"webhookState":"WEBHOOK_STATE_UNSPECIFIED","action":"","resetContexts":false,"rootFollowupIntentName":"","parentFollowupIntentName":"","mlDisabled":false,"endInteraction":false},"intentDetectionConfidence":0.9619606733322144,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":{"answers":[{"source":"projects/testagent-guillaume/knowledgeBases/MjI1MDg4MDYyMTk2NDQyNzI2NA/documents/NDc0MTI4OTg1MjAzOTg1NjEyOA","faqQuestion":"I want to pick-up someone. Where can I park for free?","answer":"To prevent congestion on the roads and to avoid driving continually around the airport, we invite you to use the FREE CellParc waiting lot. You can park there for free for two hours.\n\nClick here to locate CellParc.","matchConfidenceLevel":"HIGH","matchConfidence":0.9619606733322144},{"source":"projects/testagent-guillaume/knowledgeBases/MjI1MDg4MDYyMTk2NDQyNzI2NA/documents/MTU2OTYyOTU5NDU2MTg1ODc2NDg","faqQuestion":"How do I reserve a parking spot online?","answer":"Aéroports de Montréal offers an extensive range of parking options at advantageous rates for all seasons. Wait no longer, book now follow these 5 simple steps to a successful booking:\n\nVisit our website.\nSelect your date and time details.\nSelect the parking product that best suits you.\nComplete your passenger details.\nComplete your payment details (including nominating which credit card you will use to enter and exit the lot).\nDo not forget to bring a copy of your booking confirmation.\n\nDid you know that booking parking in advance saves you up to 35% off the regular price at the gate? You can get a quote and compare different products on our website. In addition, if you are a CAA-Quebec member, you will receive an additional 10% discount on stays of 48 hours or more on all parking products. You can also consult our partners offers.\n\nAéroports de Montréal offers an extensive range of parking options at advantageous rates for all seasons. Wait no longer, book now.","matchConfidenceLevel":"MEDIUM","matchConfidence":0.7104238867759705},{"source":"projects/testagent-guillaume/knowledgeBases/MjI1MDg4MDYyMTk2NDQyNzI2NA/documents/MTU2OTYyOTU5NDU2MTg1ODc2NDg","faqQuestion":"Can I reserve a parking spot at short notice and what is the minimum reservation stay?","answer":"A minimum of 2 hours before arrival at the lot is required for booking and the minimum reservation stay is of 4 hours. However, we recommend reserving in advance to secure the best rate and ensure you can reserve a space in the parking lot of your choice.","matchConfidenceLevel":"MEDIUM","matchConfidence":0.6862697601318359}]}}],"responseId":"f199edbf-c9de-484e-a622-9e8ea60b8f95-2a4c0c5e","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Where can I park for a short time while waiting to pick up a passenger?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0010	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What services do you provide to support people with reduced mobility?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null}],"responseId":"c19e7d1b-19a5-49ae-9d28-cd532e765ee3-2a4c0c5e","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What services do you provide to support people with reduced mobility?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0011	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What is the process of reserving a parking spot for 2 weeks?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":{"inputContextNames":[],"events":[],"trainingPhrases":[],"outputContexts":[],"parameters":[],"messages":[],"defaultResponsePlatforms":[],"followupIntentInfo":[],"name":"projects/testagent-guillaume/agent/intents/aec11512-2c41-4d9c-b420-0c6a551c87f5","displayName":"Knowledge.KnowledgeBase.MjI1MDg4MDYyMTk2NDQyNzI2NA","priority":0,"isFallback":false,"mlEnabled":false,"webhookState":"WEBHOOK_STATE_UNSPECIFIED","action":"","resetContexts":false,"rootFollowupIntentName":"","parentFollowupIntentName":"","mlDisabled":false,"endInteraction":false},"intentDetectionConfidence":0.9624884128570557,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":{"answers":[{"source":"projects/testagent-guillaume/knowledgeBases/MjI1MDg4MDYyMTk2NDQyNzI2NA/documents/MTU2OTYyOTU5NDU2MTg1ODc2NDg","faqQuestion":"Can I reserve a parking spot at short notice and what is the minimum reservation stay?","answer":"A minimum of 2 hours before arrival at the lot is required for booking and the minimum reservation stay is of 4 hours. However, we recommend reserving in advance to secure the best rate and ensure you can reserve a space in the parking lot of your choice.","matchConfidenceLevel":"HIGH","matchConfidence":0.9624884128570557},{"source":"projects/testagent-guillaume/knowledgeBases/MjI1MDg4MDYyMTk2NDQyNzI2NA/documents/MTU2OTYyOTU5NDU2MTg1ODc2NDg","faqQuestion":"How do I reserve a parking spot online?","answer":"Aéroports de Montréal offers an extensive range of parking options at advantageous rates for all seasons. Wait no longer, book now follow these 5 simple steps to a successful booking:\n\nVisit our website.\nSelect your date and time details.\nSelect the parking product that best suits you.\nComplete your passenger details.\nComplete your payment details (including nominating which credit card you will use to enter and exit the lot).\nDo not forget to bring a copy of your booking confirmation.\n\nDid you know that booking parking in advance saves you up to 35% off the regular price at the gate? You can get a quote and compare different products on our website. In addition, if you are a CAA-Quebec member, you will receive an additional 10% discount on stays of 48 hours or more on all parking products. You can also consult our partners offers.\n\nAéroports de Montréal offers an extensive range of parking options at advantageous rates for all seasons. Wait no longer, book now.","matchConfidenceLevel":"HIGH","matchConfidence":0.9613828063011169},{"source":"projects/testagent-guillaume/knowledgeBases/MjI1MDg4MDYyMTk2NDQyNzI2NA/documents/MTU2OTYyOTU5NDU2MTg1ODc2NDg","faqQuestion":"What happens if I need to amend my parking booking?","answer":"You may amend your booking up to 2 hours prior to your parking reservation time. The simplest way is to click on “Manage my Booking”.","matchConfidenceLevel":"HIGH","matchConfidence":0.9267237186431885}]}}],"responseId":"392d935f-dbff-4e99-aea2-2ba3e650c9a5-2a4c0c5e","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What is the process of reserving a parking spot for 2 weeks?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0012	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What methods of payments are available for parking tickets?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":{"inputContextNames":[],"events":[],"trainingPhrases":[],"outputContexts":[],"parameters":[],"messages":[],"defaultResponsePlatforms":[],"followupIntentInfo":[],"name":"projects/testagent-guillaume/agent/intents/aec11512-2c41-4d9c-b420-0c6a551c87f5","displayName":"Knowledge.KnowledgeBase.MjI1MDg4MDYyMTk2NDQyNzI2NA","priority":0,"isFallback":false,"mlEnabled":false,"webhookState":"WEBHOOK_STATE_UNSPECIFIED","action":"","resetContexts":false,"rootFollowupIntentName":"","parentFollowupIntentName":"","mlDisabled":false,"endInteraction":false},"intentDetectionConfidence":0.8545031547546387,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":{"answers":[{"source":"projects/testagent-guillaume/knowledgeBases/MjI1MDg4MDYyMTk2NDQyNzI2NA/documents/MTU2OTYyOTU5NDU2MTg1ODc2NDg","faqQuestion":"What can I do if my money stays stuck in the automated parking pay station?","answer":"Need assistance? We are here to help!\n\nWe are available 24 hours a day, 7 days a week, 365 days a year. If you are still on the airport site, simply press the Assistance button on the automated pay station. An agent will assist you.\n\nYou are no longer on the airport site? No problem, please send a request to stationnement@admtl.com by enclosing the vouchers.","matchConfidenceLevel":"HIGH","matchConfidence":0.8545031547546387},{"source":"projects/testagent-guillaume/knowledgeBases/MjI1MDg4MDYyMTk2NDQyNzI2NA/documents/MTU2OTYyOTU5NDU2MTg1ODc2NDg","faqQuestion":"What happens if I need to amend my parking booking?","answer":"You may amend your booking up to 2 hours prior to your parking reservation time. The simplest way is to click on “Manage my Booking”.","matchConfidenceLevel":"HIGH","matchConfidence":0.8113375902175903},{"source":"projects/testagent-guillaume/knowledgeBases/MjI1MDg4MDYyMTk2NDQyNzI2NA/documents/MTQ2NzMyNzUxNDI3NjM3MDg0MTY","faqQuestion":"What are the fares and where are tickets available for public transportation?","answer":"Fares\n\nThe fare is $10 for unlimited travel throughout the STM bus and métro network and is valid for 24 consecutive hours.\n\nAccepted fares on bus\n\n1-day pass (24 h)\nUnlimited Weekend\n3-day pass - consecutive days\nHebdo - Monday to Sunday\nOther accepted fares\n\nMontly pass, regular or reduced fare\n4-month pass and monthly TRAM passes, zone 1-8\nPoints of sale at the airport\n\nFares can be purchased from the automated dispensers on the international arrivals level.\n\nThe $10 fare can also be paid in cash with exact change on board the bus. Only coins are accepted (no bank bills).\n\nFor more information, please visit STM website.","matchConfidenceLevel":"HIGH","matchConfidence":0.7974993586540222}]}}],"responseId":"9e689789-d703-47d5-a5ea-9a129c08e563-2a4c0c5e","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What methods of payments are available for parking tickets?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0017	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Do you have a children play area?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null}],"responseId":"ef75139c-cdba-45d8-a74d-cc154a01fc23-2a4c0c5e","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Do you have a children play area?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0018	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Do you have a pet hotel?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null}],"responseId":"4f1a1a62-0098-49c9-a131-a1e96531d6c7-2a4c0c5e","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Do you have a pet hotel?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0019	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Where can I get access to a computer and a printer?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":{"inputContextNames":[],"events":[],"trainingPhrases":[],"outputContexts":[],"parameters":[],"messages":[],"defaultResponsePlatforms":[],"followupIntentInfo":[],"name":"projects/testagent-guillaume/agent/intents/aec11512-2c41-4d9c-b420-0c6a551c87f5","displayName":"Knowledge.KnowledgeBase.MjI1MDg4MDYyMTk2NDQyNzI2NA","priority":0,"isFallback":false,"mlEnabled":false,"webhookState":"WEBHOOK_STATE_UNSPECIFIED","action":"","resetContexts":false,"rootFollowupIntentName":"","parentFollowupIntentName":"","mlDisabled":false,"endInteraction":false},"intentDetectionConfidence":0.5918945074081421,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":{"answers":[{"source":"projects/testagent-guillaume/knowledgeBases/MjI1MDg4MDYyMTk2NDQyNzI2NA/documents/ODU0MzczNTMxMjQyNDEwODAzMg","faqQuestion":"How can I access the Internet?","answer":"To log on to the YUL Wi-Fi network, simply :\n\nChoose the «YUL WiFi» network\nOpen your browser\nAccept the terms of use by authentication via your email address\n\nOpen a new session\nA logon provides up to 60 minutes of free browsing. For more time, simply start a new session.","matchConfidenceLevel":"MEDIUM","matchConfidence":0.5918945074081421}]}}],"responseId":"caa84af4-baef-4ced-be8f-55791abb0956-2a4c0c5e","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Where can I get access to a computer and a printer?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0023	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What is the legal quantity limit on buying alcoholic beverages?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null}],"responseId":"87f28ab3-efb8-4cee-a9e1-8de2c026e71d-2a4c0c5e","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"What is the legal quantity limit on buying alcoholic beverages?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
0027	[{"alternativeQueryResults":[{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Are liquids purchased in an international zone allowed on the plane?","speechRecognitionConfidence":0,"action":"","parameters":null,"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":{"inputContextNames":[],"events":[],"trainingPhrases":[],"outputContexts":[],"parameters":[],"messages":[],"defaultResponsePlatforms":[],"followupIntentInfo":[],"name":"projects/testagent-guillaume/agent/intents/aec11512-2c41-4d9c-b420-0c6a551c87f5","displayName":"Knowledge.KnowledgeBase.MjI1MDg4MDYyMTk2NDQyNzI2NA","priority":0,"isFallback":false,"mlEnabled":false,"webhookState":"WEBHOOK_STATE_UNSPECIFIED","action":"","resetContexts":false,"rootFollowupIntentName":"","parentFollowupIntentName":"","mlDisabled":false,"endInteraction":false},"intentDetectionConfidence":0.5050176382064819,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":{"answers":[{"source":"projects/testagent-guillaume/knowledgeBases/MjI1MDg4MDYyMTk2NDQyNzI2NA/documents/NzUwNzYyNTkyMzE1MjE4MzI5Ng","faqQuestion":"Are pets allowed at the airport?","answer":"Pets are allowed in the terminal as long as they are in a cage or on a leash. Please note that there is a relieving area outside the terminal building, near the multi-level parking facility.\n\nTravelling with a pet ?\n\nIf you are travelling with your pet, please ask your airline before you leave about the available options, the type of cage to use, how to prepare your pet, restrictions and applicable fees, etc. Airlines may also require your animal to be in its cage prior to your arrival at the check-in counter.","matchConfidenceLevel":"MEDIUM","matchConfidence":0.5050176382064819}]}}],"responseId":"9529940e-7529-462b-98a6-a2c8b08eb5aa-2a4c0c5e","queryResult":{"fulfillmentMessages":[],"outputContexts":[],"queryText":"Are liquids purchased in an international zone allowed on the plane?","speechRecognitionConfidence":0,"action":"","parameters":{"fields":{}},"allRequiredParamsPresent":false,"fulfillmentText":"","webhookSource":"","webhookPayload":null,"intent":null,"intentDetectionConfidence":0,"diagnosticInfo":null,"languageCode":"en","sentimentAnalysisResult":null,"knowledgeAnswers":null},"webhookStatus":null,"outputAudio":{"type":"Buffer","data":[]},"outputAudioConfig":null},null,null]
